,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA
23191,2020,RS,VICE-PREFEITO,GILNEI GILMAR PRASS,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,MASCULINO,LÊ E ESCREVE,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
23263,2020,PA,VEREADOR,JEIZISLENE DOS SANTOS BRITO,APTO,DEFERIDO,PARTIDO LIBERAL,29,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
23264,2020,MA,VEREADOR,BIANCA ROBERTA REGO PINHEIRO,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,25,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
23619,2020,ES,VEREADOR,THAÍSE RAMALHO SILVA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,28736.34,DEFERIDO,PENDENTE DE JULGAMENTO
23784,2020,SP,VEREADOR,JUDHA HENRIQUE MOTTA LOURENÇO,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,21,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,65326.02,DEFERIDO,PENDENTE DE JULGAMENTO
23982,2020,MG,VEREADOR,RODRIGO LEMES PEREIRA,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,28,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,50907.47,DEFERIDO,PENDENTE DE JULGAMENTO
23992,2020,GO,VICE-PREFEITO,WHANNATHA JHENNIFER GONÇALVES GONZAGA,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,23,FEMININO,SUPERIOR INCOMPLETO,PARDA,,DEFERIDO,PENDENTE DE JULGAMENTO
24216,2020,SP,VEREADOR,MIDIAM SORAIA DE ALMEIDA,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,24,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,65326.02,DEFERIDO,PENDENTE DE JULGAMENTO
24236,2020,RJ,VEREADOR,GESSICA FRANCO DE SOUZA,APTO,DEFERIDO,REPUBLICANOS,26,FEMININO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
24347,2020,BA,VICE-PREFEITO,MARCOS ALMEIDA DA CUNHA FIGUEREDO,APTO,DEFERIDO,PROGRESSISTAS,22,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,,DEFERIDO,PENDENTE DE JULGAMENTO
24348,2020,SP,VEREADOR,ANA LETÍCIA DOMINGOS DE ABREU GALDINO,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,24,FEMININO,SUPERIOR INCOMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
24869,2020,MG,VEREADOR,PATRICIA DIELY MACHADO,APTO,DEFERIDO,DEMOCRATAS,24,FEMININO,SUPERIOR INCOMPLETO,BRANCA,38218.42,DEFERIDO,PENDENTE DE JULGAMENTO
25007,2020,RN,VEREADOR,STEPHANY KAROLINE SANTOS DE OLIVEIRA,APTO,DEFERIDO,AVANTE,19,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,20760.42,DEFERIDO,PENDENTE DE JULGAMENTO
25019,2020,SP,VEREADOR,ELIS KAREN ARAUJO PEREIRA DIAS,APTO,DEFERIDO,PODEMOS,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
25020,2020,SP,VEREADOR,AMANDA CRISTINA DOS SANTOS LOPES,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,65326.02,DEFERIDO,PENDENTE DE JULGAMENTO
25044,2020,MA,VEREADOR,GRACIENE SOUSA DA SILVA,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,20,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,24007.35,DEFERIDO,PENDENTE DE JULGAMENTO
25055,2020,PA,VEREADOR,MAISSA TRINDADE DA SILVA,APTO,DEFERIDO,AVANTE,29,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,49904.2,DEFERIDO,PENDENTE DE JULGAMENTO
25095,2020,AM,VEREADOR,RAIMUNDO RODRIGUES BRASIL,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,28082.8,DEFERIDO,PENDENTE DE JULGAMENTO
25096,2020,SP,VEREADOR,THIAGO LIMA DE FREITAS,APTO,DEFERIDO,REDE SUSTENTABILIDADE,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
25122,2020,RJ,VEREADOR,CESAR DA SILVA MORAES NETO,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
25123,2020,SP,VEREADOR,MARCOS MORAES DE SOUZA,APTO,DEFERIDO,PARTIDO LIBERAL,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,163307.42,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
25126,2020,GO,VEREADOR,DAILANE DA SILVA BOMFIM,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,128473.84,DEFERIDO,PENDENTE DE JULGAMENTO
25143,2020,SP,VEREADOR,MIKELE PEREIRA DIAS,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,21,FEMININO,SUPERIOR INCOMPLETO,BRANCA,67135.09,DEFERIDO,PENDENTE DE JULGAMENTO
25178,2020,AL,VEREADOR,LAETE DE MELO LINS,APTO,DEFERIDO,PATRIOTA,23,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,19220.67,DEFERIDO,PENDENTE DE JULGAMENTO
25181,2020,SP,VEREADOR,DANIELA PEREIRA CARNEIRO,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,19,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
25184,2020,ES,VEREADOR,VALKIRIA CASA GRANDE SIMONASSI,APTO,DEFERIDO,PARTIDO VERDE,24,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
25195,2020,RJ,VEREADOR,AMANDA MAGANHA DE ALMEIDA,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
25251,2020,RJ,VEREADOR,LARISSA DO NASCIMENTO COUTINHO,APTO,DEFERIDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,23,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
25291,2020,BA,VICE-PREFEITO,GUILHERME MACÊDO DOS SANTOS SILVA,APTO,DEFERIDO,REPUBLICANOS,21,MASCULINO,SUPERIOR INCOMPLETO,PARDA,,DEFERIDO,PENDENTE DE JULGAMENTO
25295,2020,CE,VICE-PREFEITO,BRUNO CARNEIRO BATISTA,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,23,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,,DEFERIDO,PENDENTE DE JULGAMENTO
25331,2020,PA,VEREADOR,KAMILI JULIANE DA CONCEIÇÃO DA SILVA,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,23,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,22445.61,DEFERIDO,PENDENTE DE JULGAMENTO
25337,2020,SP,VEREADOR,LEANDRO ROSA SIQUEIRA ALVES,APTO,DEFERIDO,AVANTE,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,31596.6,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
25417,2020,RS,VEREADOR,JUDITE FERREIRA MACHADO,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,18,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,16373.55,DEFERIDO,PENDENTE DE JULGAMENTO
25418,2020,SP,VEREADOR,ESTEFÂNIA APARECIDA MORAIS CORREIA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,FEMININO,SUPERIOR COMPLETO,PARDA,66966.99,DEFERIDO,PENDENTE DE JULGAMENTO
25430,2020,SP,VEREADOR,VITORIA SILVA E SOUSA,APTO,DEFERIDO,DEMOCRATAS,20,FEMININO,SUPERIOR INCOMPLETO,BRANCA,701644.03,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
25431,2020,SP,VICE-PREFEITO,VIVIAN COUTINHO CAVALCANTE,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28,FEMININO,SUPERIOR COMPLETO,BRANCA,,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
25452,2020,SP,VEREADOR,KAWANA CARLA MOTTA DA SILVA,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,27,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
25480,2020,RJ,VEREADOR,LUIZ ALEXANDRE SILVA DOS SANTOS,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,25,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
25620,2020,PB,VICE-PREFEITO,PAMELLA MAYSA GOMES BARBOSA,APTO,DEFERIDO,DEMOCRATAS,28,FEMININO,SUPERIOR COMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
25625,2020,MG,VEREADOR,DANIELA ALVARENGA BARROSO,APTO,DEFERIDO,PODEMOS,22,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
25699,2020,SP,VEREADOR,DANRLEY APARECIDO DA SILVA SOUZA,APTO,DEFERIDO,PARTIDO LIBERAL,25,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
25731,2020,ES,VEREADOR,THAYANE DE BARROS MENDES,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,26,FEMININO,SUPERIOR COMPLETO,PRETA,129033.31,DEFERIDO,PENDENTE DE JULGAMENTO
26059,2020,RJ,VEREADOR,LUCAS DE MARTIN FORTUNATO,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,22,MASCULINO,SUPERIOR COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
27268,2020,MA,VEREADOR,KARLENILDE CORREA SOUSA,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
27278,2020,PE,PREFEITO,LUIZA KARLA DE ARRUDA SILVA,APTO,DEFERIDO,PODEMOS,27,FEMININO,SUPERIOR COMPLETO,BRANCA,123077.42,DEFERIDO,PENDENTE DE JULGAMENTO
27295,2020,SP,VEREADOR,ALEXANDRE LAURENTINO DA SILVA,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,26,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,163307.42,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
27354,2020,SP,VICE-PREFEITO,NAYARA ERNANDES BRITO,APTO,DEFERIDO,SOLIDARIEDADE,23,FEMININO,SUPERIOR INCOMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
27448,2020,SP,VEREADOR,GUILHERME ADRIANO DE SOUZA FRANCO,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,21,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,31596.6,DEFERIDO,PENDENTE DE JULGAMENTO
27489,2020,RS,VEREADOR,WESLEY HENRIQUE ERHART,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,20,MASCULINO,LÊ E ESCREVE,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
27490,2020,SP,VEREADOR,GABRIEL SILVA OLIANI,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,163307.42,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
28271,2020,MA,VEREADOR,KEILA VALERIA SILVA DOS SANTOS,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
28305,2020,PB,VEREADOR,ADEMIR CIRINO DA SILVA,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
28358,2020,CE,VICE-PREFEITO,STEPHANIE DOS SANTOS FARIAS,APTO,DEFERIDO,REDE SUSTENTABILIDADE,28,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,,DEFERIDO,PENDENTE DE JULGAMENTO
28398,2020,SP,VEREADOR,PALOMA APARECIDA ARAUJO FERREIRA,APTO,DEFERIDO,DEMOCRATAS,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
28399,2020,SP,VEREADOR,PAMELA FERNANDA DE SOUZA,APTO,DEFERIDO,DEMOCRATAS,27,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
28504,2020,PR,VEREADOR,RAPHAELE CRISTINE FONSECA CARNEIRO,APTO,DEFERIDO,PODEMOS,25,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
28529,2020,SP,VEREADOR,RICARDO ROCHA MIRANDA,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,23,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,27874.52,DEFERIDO,PENDENTE DE JULGAMENTO
28605,2020,AP,VICE-PREFEITO,GEDEON DE SOUZA BAIA,APTO,DEFERIDO,PODEMOS,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
28631,2020,AP,VEREADOR,ISABELA CRISTINA ALFAIA,APTO,DEFERIDO,DEMOCRATAS,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,22138.52,DEFERIDO,PENDENTE DE JULGAMENTO
28647,2020,RJ,VEREADOR,LUCAS MUNIZ DE ALMEIDA,APTO,DEFERIDO,PROGRESSISTAS,27,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
28661,2020,SP,VICE-PREFEITO,EVANDRO GARCIA SHIROMA,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,28,MASCULINO,SUPERIOR COMPLETO,AMARELA,,DEFERIDO,PENDENTE DE JULGAMENTO
28676,2020,BA,VEREADOR,SAMILLY DOS SANTOS BOMFIM,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
28782,2020,GO,VEREADOR,JULIANA MARIA OLIVEIRA,APTO,DEFERIDO,DEMOCRATAS,29,FEMININO,SUPERIOR COMPLETO,BRANCA,49720.42,DEFERIDO,PENDENTE DE JULGAMENTO
28829,2020,AC,VEREADOR,THAYLANE SHEYLA PEREIRA CAVALACANTE,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,22,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
28910,2020,RJ,VEREADOR,CARLOS ALBERTO SAMPAIO BRITES PINHEIRO,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,MASCULINO,SUPERIOR COMPLETO,SEM INFORMAÇÃO,39691.85,DEFERIDO,PENDENTE DE JULGAMENTO
29083,2020,SP,VEREADOR,BRYAN SOARES PEREIRA,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,20,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,31596.6,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
29345,2020,SP,VEREADOR,MAYCON VINICIUS DIAS,APTO,DEFERIDO,PARTIDO VERDE,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,31596.6,DEFERIDO,PENDENTE DE JULGAMENTO
29432,2020,SP,VEREADOR,GABRIEL ANGELO RODRIGUES,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,27,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
29448,2020,SP,VEREADOR,ALMIR FERMINO ALTRAN,APTO,DEFERIDO,PODEMOS,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,31596.6,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
29449,2020,SP,VEREADOR,JOAO PAULO SOARES DE ARAUJO,APTO,DEFERIDO,PROGRESSISTAS,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,22684.34,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
29457,2020,GO,VEREADOR,DANIELA PEREIRA DE AMORIM,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
29483,2020,SP,VEREADOR,ANDREA CRISTINA IZILDA DOS SANTOS,APTO,DEFERIDO,PARTIDO DA MULHER BRASILEIRA,28,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,164003.69,DEFERIDO,PENDENTE DE JULGAMENTO
29515,2020,SP,VEREADOR,JULIANA SABINO,APTO,DEFERIDO,DEMOCRATAS,23,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
29531,2020,SP,VEREADOR,TALITA ALOIZA DA MATA,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
29782,2020,PI,VEREADOR,TAUANY RODRIGUES DE MOURA,APTO,PENDENTE DE JULGAMENTO,PROGRESSISTAS,20,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
29822,2020,SP,VEREADOR,LUIZ FELIPE DA SILVA ESTEVES,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,24,MASCULINO,SUPERIOR INCOMPLETO,PARDA,42165.06,DEFERIDO,PENDENTE DE JULGAMENTO
29876,2020,RJ,VEREADOR,CARLOS BRUNO RIBEIRO DOS SANTOS,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,27,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
29895,2020,SP,VEREADOR,LUCAS GABRIEL PITON SAMPAIO,APTO,DEFERIDO,PODEMOS,24,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,163307.42,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
29896,2020,SC,VEREADOR,SHEINE LIMA PINO,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,27,FEMININO,SUPERIOR COMPLETO,BRANCA,18849.6,DEFERIDO,PENDENTE DE JULGAMENTO
30000,2020,SP,VEREADOR,DANIEL OLIVEIRA BARBOSA,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,27,MASCULINO,SUPERIOR INCOMPLETO,PRETA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
30015,2020,RJ,VEREADOR,DEISE LIMA DE OLIEIRA,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,25,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,52177.27,DEFERIDO,PENDENTE DE JULGAMENTO
30105,2020,PR,VEREADOR,ALEX SANDRO TRAMONTIM DA SILVA,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,28,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,INDEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
30122,2020,BA,VEREADOR,AMANDA CAROL COSTA DE MELO,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,19,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,159998.96,DEFERIDO,PENDENTE DE JULGAMENTO
30161,2020,BA,VEREADOR,JAQUELINE MARCELINO ALVES,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,26,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
30191,2020,SP,VEREADOR,ELIDIO JUNIOR DE OLIVEIRA,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,31596.6,DEFERIDO,PENDENTE DE JULGAMENTO
30192,2020,MG,VEREADOR,FRANCISLANY FERREIRA COUTO PINTO,APTO,DEFERIDO,PARTIDO VERDE,27,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,55739.46,DEFERIDO,PENDENTE DE JULGAMENTO
30215,2020,SP,VEREADOR,PABLO ROBERT FREITAS DO NASCIMENTO,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,65326.02,DEFERIDO,PENDENTE DE JULGAMENTO
30267,2020,RJ,VEREADOR,CAROLINA BAPTISTA DA SILVA,APTO,DEFERIDO,PODEMOS,25,FEMININO,SUPERIOR INCOMPLETO,BRANCA,15273.23,DEFERIDO,PENDENTE DE JULGAMENTO
30278,2020,MA,VEREADOR,HYASMIN MARIA BASTOS PADRE,APTO,PENDENTE DE JULGAMENTO,PARTIDO LIBERAL,22,FEMININO,SUPERIOR COMPLETO,PARDA,25066.5,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
30503,2020,SC,VEREADOR,TALITA DE FREITAS ZEFERINO,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,146611.09,DEFERIDO,PENDENTE DE JULGAMENTO
30629,2020,PA,VEREADOR,CAMILA ANDRADE  BATISTA,APTO,DEFERIDO,AVANTE,28,FEMININO,SUPERIOR COMPLETO,PARDA,49904.2,DEFERIDO,PENDENTE DE JULGAMENTO
30655,2020,SP,VEREADOR,PAOLA ROMUALDO DE SOUZA,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,28,FEMININO,SUPERIOR COMPLETO,PRETA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
30847,2020,SP,VEREADOR,WASHINGTON ANTUNES DOS REIS BARBOSA,APTO,DEFERIDO,SOLIDARIEDADE,25,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PRETA,31596.6,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
30913,2020,RN,VEREADOR,MARIA ELOIZI INACIO DE SOUZA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,19,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
31058,2020,SP,VEREADOR,LHOSHAYNE JACYENE MORAES VARIANI,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,27,FEMININO,SUPERIOR COMPLETO,BRANCA,18754.38,DEFERIDO,PENDENTE DE JULGAMENTO
31083,2020,MA,PREFEITO,REBECCA NEPONUCENA SOBRINHO,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,29,FEMININO,SUPERIOR COMPLETO,BRANCA,123077.42,DEFERIDO,PENDENTE DE JULGAMENTO
31146,2020,SP,VEREADOR,WILLIAN DIEGO GUIMARÃES,APTO,DEFERIDO,CIDADANIA,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
31158,2020,SP,VEREADOR,EMERSON DE SOUZA ALVES,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,56751.84,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
31400,2020,RJ,VEREADOR,VICTÓRIA SILVA NASCIMENTO,APTO,DEFERIDO,PARTIDO DA MULHER BRASILEIRA,20,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,52177.27,DEFERIDO,PENDENTE DE JULGAMENTO
31435,2020,SP,VICE-PREFEITO,JONATHAN FRANCISCO GOMES JUNIOR,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,21,MASCULINO,SUPERIOR INCOMPLETO,PRETA,,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
31436,2020,PB,VICE-PREFEITO,TANAQUE DE ARAUJO MELO,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
31489,2020,PE,VEREADOR,ANTONIO CÉSAR CUNHA XAVIER,APTO,DEFERIDO,PARTIDO LIBERAL,21,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,109902.99,DEFERIDO,PENDENTE DE JULGAMENTO
31503,2020,SP,VEREADOR,JUSSARA GERMANO DA SILVA,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
31511,2020,PE,VEREADOR,MARIA EDUARDA ALVES DE VASCONCELOS,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
31514,2020,SP,VEREADOR,MAIRA ANDREA DA SILVA,APTO,DEFERIDO,PROGRESSISTAS,24,FEMININO,SUPERIOR INCOMPLETO,PARDA,26215.48,DEFERIDO,PENDENTE DE JULGAMENTO
